age,year,migr double  & fert ↑ 2 in 2100,migr double  & fert eq. to last,migr double  & fert ↓ 0 in 2100,migr average & fert ↑ 2 in 2100,migr average & fert eq. to last,migr average & fert ↓ 0 in 2100,migr zero    & fert ↑ 2 in 2100,migr zero    & fert eq. to last,migr zero    & fert ↓ 0 in 2100
23,2006,643217,643217,643217,643217,643217,643217,643217,643217,643217
24,2006,655410,655410,655410,655410,655410,655410,655410,655410,655410
25,2006,676101,676101,676101,676101,676101,676101,676101,676101,676101
26,2006,706101,706101,706101,706101,706101,706101,706101,706101,706101
27,2006,749309,749309,749309,749309,749309,749309,749309,749309,749309
28,2006,783404,783404,783404,783404,783404,783404,783404,783404,783404
29,2006,828270,828270,828270,828270,828270,828270,828270,828270,828270
30,2006,877287,877287,877287,877287,877287,877287,877287,877287,877287
31,2006,914972,914972,914972,914972,914972,914972,914972,914972,914972
32,2006,911436,911436,911436,911436,911436,911436,911436,911436,911436
33,2006,920311,920311,920311,920311,920311,920311,920311,920311,920311
34,2006,931974,931974,931974,931974,931974,931974,931974,931974,931974
35,2006,922657,922657,922657,922657,922657,922657,922657,922657,922657
36,2006,953039,953039,953039,953039,953039,953039,953039,953039,953039
37,2006,943006,943006,943006,943006,943006,943006,943006,943006,943006
38,2006,948261,948261,948261,948261,948261,948261,948261,948261,948261
39,2006,971570,971570,971570,971570,971570,971570,971570,971570,971570
40,2006,971104,971104,971104,971104,971104,971104,971104,971104,971104
41,2006,983004,983004,983004,983004,983004,983004,983004,983004,983004
42,2006,925982,925982,925982,925982,925982,925982,925982,925982,925982
43,2006,897310,897310,897310,897310,897310,897310,897310,897310,897310
44,2006,882452,882452,882452,882452,882452,882452,882452,882452,882452
45,2006,855485,855485,855485,855485,855485,855485,855485,855485,855485
46,2006,835272,835272,835272,835272,835272,835272,835272,835272,835272
47,2006,799251,799251,799251,799251,799251,799251,799251,799251,799251
48,2006,791970,791970,791970,791970,791970,791970,791970,791970,791970
49,2006,782789,782789,782789,782789,782789,782789,782789,782789,782789
50,2006,771641,771641,771641,771641,771641,771641,771641,771641,771641
51,2006,762960,762960,762960,762960,762960,762960,762960,762960,762960
52,2006,731465,731465,731465,731465,731465,731465,731465,731465,731465
53,2006,726386,726386,726386,726386,726386,726386,726386,726386,726386
54,2006,727758,727758,727758,727758,727758,727758,727758,727758,727758
55,2006,757590,757590,757590,757590,757590,757590,757590,757590,757590
56,2006,761612,761612,761612,761612,761612,761612,761612,761612,761612
57,2006,797469,797469,797469,797469,797469,797469,797469,797469,797469
58,2006,781196,781196,781196,781196,781196,781196,781196,781196,781196
59,2006,785577,785577,785577,785577,785577,785577,785577,785577,785577
60,2006,612425,612425,612425,612425,612425,612425,612425,612425,612425
61,2006,629845,629845,629845,629845,629845,629845,629845,629845,629845
62,2006,639371,639371,639371,639371,639371,639371,639371,639371,639371
63,2006,637991,637991,637991,637991,637991,637991,637991,637991,637991
64,2006,644468,644468,644468,644468,644468,644468,644468,644468,644468
65,2006,709970,709970,709970,709970,709970,709970,709970,709970,709970
66,2006,699451,699451,699451,699451,699451,699451,699451,699451,699451
67,2006,678546,678546,678546,678546,678546,678546,678546,678546,678546
68,2006,627537,627537,627537,627537,627537,627537,627537,627537,627537
69,2006,595250,595250,595250,595250,595250,595250,595250,595250,595250
70,2006,607171,607171,607171,607171,607171,607171,607171,607171,607171
71,2006,587383,587383,587383,587383,587383,587383,587383,587383,587383
72,2006,570283,570283,570283,570283,570283,570283,570283,570283,570283
73,2006,548666,548666,548666,548666,548666,548666,548666,548666,548666
74,2006,545807,545807,545807,545807,545807,545807,545807,545807,545807
75,2006,555667,555667,555667,555667,555667,555667,555667,555667,555667
76,2006,497591,497591,497591,497591,497591,497591,497591,497591,497591
77,2006,478925,478925,478925,478925,478925,478925,478925,478925,478925
78,2006,461122,461122,461122,461122,461122,461122,461122,461122,461122
79,2006,431965,431965,431965,431965,431965,431965,431965,431965,431965
80,2006,408313,408313,408313,408313,408313,408313,408313,408313,408313
81,2006,380230,380230,380230,380230,380230,380230,380230,380230,380230
82,2006,352229,352229,352229,352229,352229,352229,352229,352229,352229
83,2006,326920,326920,326920,326920,326920,326920,326920,326920,326920
84,2006,296659,296659,296659,296659,296659,296659,296659,296659,296659
85,2006,262574,262574,262574,262574,262574,262574,262574,262574,262574
86,2006,156707,156707,156707,156707,156707,156707,156707,156707,156707
87,2006,105876,105876,105876,105876,105876,105876,105876,105876,105876
88,2006,97325,97325,97325,97325,97325,97325,97325,97325,97325
89,2006,104558,104558,104558,104558,104558,104558,104558,104558,104558
90,2006,108931,108931,108931,108931,108931,108931,108931,108931,108931
91,2006,91175,91175,91175,91175,91175,91175,91175,91175,91175
92,2006,74888,74888,74888,74888,74888,74888,74888,74888,74888
93,2006,60543,60543,60543,60543,60543,60543,60543,60543,60543
94,2006,43644,43644,43644,43644,43644,43644,43644,43644,43644
95,2006,32507,32507,32507,32507,32507,32507,32507,32507,32507
96,2006,21122,21122,21122,21122,21122,21122,21122,21122,21122
97,2006,14071,14071,14071,14071,14071,14071,14071,14071,14071
98,2006,8725,8725,8725,8725,8725,8725,8725,8725,8725
99,2006,5682,5682,5682,5682,5682,5682,5682,5682,5682
100,2006,8538,8538,8538,8538,8538,8538,8538,8538,8538
0,2007,556884,556884,556884,556884,556884,556884,556884,556884,556884
1,2007,552870,552870,552870,552870,552870,552870,552870,552870,552870
2,2007,560347,560347,560347,560347,560347,560347,560347,560347,560347
3,2007,550808,550808,550808,550808,550808,550808,550808,550808,550808
4,2007,545782,545782,545782,545782,545782,545782,545782,545782,545782
5,2007,543899,543899,543899,543899,543899,543899,543899,543899,543899
6,2007,551380,551380,551380,551380,551380,551380,551380,551380,551380
7,2007,544564,544564,544564,544564,544564,544564,544564,544564,544564
8,2007,540875,540875,540875,540875,540875,540875,540875,540875,540875
9,2007,538956,538956,538956,538956,538956,538956,538956,538956,538956
10,2007,542326,542326,542326,542326,542326,542326,542326,542326,542326
11,2007,541177,541177,541177,541177,541177,541177,541177,541177,541177
12,2007,547135,547135,547135,547135,547135,547135,547135,547135,547135
13,2007,560460,560460,560460,560460,560460,560460,560460,560460,560460
14,2007,582015,582015,582015,582015,582015,582015,582015,582015,582015
15,2007,581012,581012,581012,581012,581012,581012,581012,581012,581012
16,2007,585817,585817,585817,585817,585817,585817,585817,585817,585817
17,2007,577712,577712,577712,577712,577712,577712,577712,577712,577712
18,2007,585235,585235,585235,585235,585235,585235,585235,585235,585235
19,2007,566346,566346,566346,566346,566346,566346,566346,566346,566346
20,2007,572335,572335,572335,572335,572335,572335,572335,572335,572335
21,2007,590835,590835,590835,590835,590835,590835,590835,590835,590835
22,2007,603119,603119,603119,603119,603119,603119,603119,603119,603119
23,2007,620124,620124,620124,620124,620124,620124,620124,620124,620124
24,2007,647284,647284,647284,647284,647284,647284,647284,647284,647284
25,2007,659365,659365,659365,659365,659365,659365,659365,659365,659365
26,2007,680250,680250,680250,680250,680250,680250,680250,680250,680250
27,2007,710814,710814,710814,710814,710814,710814,710814,710814,710814
28,2007,756052,756052,756052,756052,756052,756052,756052,756052,756052
29,2007,789630,789630,789630,789630,789630,789630,789630,789630,789630
30,2007,834848,834848,834848,834848,834848,834848,834848,834848,834848
31,2007,880861,880861,880861,880861,880861,880861,880861,880861,880861
32,2007,917044,917044,917044,917044,917044,917044,917044,917044,917044
33,2007,913405,913405,913405,913405,913405,913405,913405,913405,913405
34,2007,922453,922453,922453,922453,922453,922453,922453,922453,922453
35,2007,933893,933893,933893,933893,933893,933893,933893,933893,933893
36,2007,927222,927222,927222,927222,927222,927222,927222,927222,927222
37,2007,956367,956367,956367,956367,956367,956367,956367,956367,956367
38,2007,946183,946183,946183,946183,946183,946183,946183,946183,946183
39,2007,951764,951764,951764,951764,951764,951764,951764,951764,951764
40,2007,973743,973743,973743,973743,973743,973743,973743,973743,973743
41,2007,973231,973231,973231,973231,973231,973231,973231,973231,973231
42,2007,985695,985695,985695,985695,985695,985695,985695,985695,985695
43,2007,927666,927666,927666,927666,927666,927666,927666,927666,927666
44,2007,898742,898742,898742,898742,898742,898742,898742,898742,898742
45,2007,882945,882945,882945,882945,882945,882945,882945,882945,882945
46,2007,856397,856397,856397,856397,856397,856397,856397,856397,856397
47,2007,836140,836140,836140,836140,836140,836140,836140,836140,836140
48,2007,800168,800168,800168,800168,800168,800168,800168,800168,800168
49,2007,793106,793106,793106,793106,793106,793106,793106,793106,793106
50,2007,783028,783028,783028,783028,783028,783028,783028,783028,783028
51,2007,771738,771738,771738,771738,771738,771738,771738,771738,771738
52,2007,762647,762647,762647,762647,762647,762647,762647,762647,762647
53,2007,730791,730791,730791,730791,730791,730791,730791,730791,730791
54,2007,724940,724940,724940,724940,724940,724940,724940,724940,724940
55,2007,725952,725952,725952,725952,725952,725952,725952,725952,725952
56,2007,755456,755456,755456,755456,755456,755456,755456,755456,755456
57,2007,759939,759939,759939,759939,759939,759939,759939,759939,759939
58,2007,795438,795438,795438,795438,795438,795438,795438,795438,795438
59,2007,779273,779273,779273,779273,779273,779273,779273,779273,779273
60,2007,783136,783136,783136,783136,783136,783136,783136,783136,783136
61,2007,609406,609406,609406,609406,609406,609406,609406,609406,609406
62,2007,626686,626686,626686,626686,626686,626686,626686,626686,626686
63,2007,635847,635847,635847,635847,635847,635847,635847,635847,635847
64,2007,633619,633619,633619,633619,633619,633619,633619,633619,633619
65,2007,639784,639784,639784,639784,639784,639784,639784,639784,639784
66,2007,703867,703867,703867,703867,703867,703867,703867,703867,703867
67,2007,692926,692926,692926,692926,692926,692926,692926,692926,692926
68,2007,671737,671737,671737,671737,671737,671737,671737,671737,671737
69,2007,620913,620913,620913,620913,620913,620913,620913,620913,620913
70,2007,587040,587040,587040,587040,587040,587040,587040,587040,587040
71,2007,598104,598104,598104,598104,598104,598104,598104,598104,598104
72,2007,577468,577468,577468,577468,577468,577468,577468,577468,577468
73,2007,558969,558969,558969,558969,558969,558969,558969,558969,558969
74,2007,536610,536610,536610,536610,536610,536610,536610,536610,536610
75,2007,532190,532190,532190,532190,532190,532190,532190,532190,532190
76,2007,540163,540163,540163,540163,540163,540163,540163,540163,540163
77,2007,482076,482076,482076,482076,482076,482076,482076,482076,482076
78,2007,462496,462496,462496,462496,462496,462496,462496,462496,462496
79,2007,444178,444178,444178,444178,444178,444178,444178,444178,444178
80,2007,413695,413695,413695,413695,413695,413695,413695,413695,413695
81,2007,388238,388238,388238,388238,388238,388238,388238,388238,388238
82,2007,357273,357273,357273,357273,357273,357273,357273,357273,357273
83,2007,329201,329201,329201,329201,329201,329201,329201,329201,329201
84,2007,303300,303300,303300,303300,303300,303300,303300,303300,303300
85,2007,273069,273069,273069,273069,273069,273069,273069,273069,273069
86,2007,238273,238273,238273,238273,238273,238273,238273,238273,238273
87,2007,140875,140875,140875,140875,140875,140875,140875,140875,140875
88,2007,93855,93855,93855,93855,93855,93855,93855,93855,93855
89,2007,85194,85194,85194,85194,85194,85194,85194,85194,85194
90,2007,89890,89890,89890,89890,89890,89890,89890,89890,89890
91,2007,91857,91857,91857,91857,91857,91857,91857,91857,91857
92,2007,75505,75505,75505,75505,75505,75505,75505,75505,75505
93,2007,60800,60800,60800,60800,60800,60800,60800,60800,60800
94,2007,47796,47796,47796,47796,47796,47796,47796,47796,47796
95,2007,33549,33549,33549,33549,33549,33549,33549,33549,33549
96,2007,24346,24346,24346,24346,24346,24346,24346,24346,24346
97,2007,15356,15356,15356,15356,15356,15356,15356,15356,15356
98,2007,9888,9888,9888,9888,9888,9888,9888,9888,9888
99,2007,5945,5945,5945,5945,5945,5945,5945,5945,5945
100,2007,9122,9122,9122,9122,9122,9122,9122,9122,9122
0,2008,560700,560700,560700,560700,560700,560700,560700,560700,560700
1,2008,560028,560028,560028,560028,560028,560028,560028,560028,560028
2,2008,556146,556146,556146,556146,556146,556146,556146,556146,556146
3,2008,563000,563000,563000,563000,563000,563000,563000,563000,563000
4,2008,554754,554754,554754,554754,554754,554754,554754,554754,554754
5,2008,549926,549926,549926,549926,549926,549926,549926,549926,549926
6,2008,549632,549632,549632,549632,549632,549632,549632,549632,549632
7,2008,557571,557571,557571,557571,557571,557571,557571,557571,557571
8,2008,549836,549836,549836,549836,549836,549836,549836,549836,549836
9,2008,546981,546981,546981,546981,546981,546981,546981,546981,546981
10,2008,545130,545130,545130,545130,545130,545130,545130,545130,545130
11,2008,547924,547924,547924,547924,547924,547924,547924,547924,547924
12,2008,546663,546663,546663,546663,546663,546663,546663,546663,546663
13,2008,553021,553021,553021,553021,553021,553021,553021,553021,553021
14,2008,566019,566019,566019,566019,566019,566019,566019,566019,566019
15,2008,587212,587212,587212,587212,587212,587212,587212,587212,587212
16,2008,585422,585422,585422,585422,585422,585422,585422,585422,585422
17,2008,590672,590672,590672,590672,590672,590672,590672,590672,590672
18,2008,584895,584895,584895,584895,584895,584895,584895,584895,584895
19,2008,594830,594830,594830,594830,594830,594830,594830,594830,594830
20,2008,578058,578058,578058,578058,578058,578058,578058,578058,578058
21,2008,584140,584140,584140,584140,584140,584140,584140,584140,584140
22,2008,604671,604671,604671,604671,604671,604671,604671,604671,604671
23,2008,618260,618260,618260,618260,618260,618260,618260,618260,618260
24,2008,634739,634739,634739,634739,634739,634739,634739,634739,634739
25,2008,662435,662435,662435,662435,662435,662435,662435,662435,662435
26,2008,674244,674244,674244,674244,674244,674244,674244,674244,674244
27,2008,695657,695657,695657,695657,695657,695657,695657,695657,695657
28,2008,727577,727577,727577,727577,727577,727577,727577,727577,727577
29,2008,772050,772050,772050,772050,772050,772050,772050,772050,772050
30,2008,806212,806212,806212,806212,806212,806212,806212,806212,806212
31,2008,848598,848598,848598,848598,848598,848598,848598,848598,848598
32,2008,891104,891104,891104,891104,891104,891104,891104,891104,891104
33,2008,927496,927496,927496,927496,927496,927496,927496,927496,927496
34,2008,922752,922752,922752,922752,922752,922752,922752,922752,922752
